id,tender_id,title,issuing_authority,category,department,location,state,publish_date,deadline_date,source_url,description,tender_value,status
37637,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Jehanabad NIC,General,Power,Bihar,Unknown,2026-02-27 00:00:00.000000,,https://jehanabad.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of BiharजहानाबादJehanabadMenu ToggleMoreHomeAbout DistrictMap of DistrictWho’s WhoOrganisation ChartAdministrative SetupCollectorateSubdivision & BlocksTehsilVillage & PanchayatsPoliceCourtConstituenciesHelplineDirectoryContact DirectoryDisaster ManagementPublic UtilitiesPolice StationSchool/ CollegesDRCCElectricityHospitalsMunicipalitiesPostalDepartmentsElectionsParliamentary Election 2019Statement of Election Expenditure (Part-1 to Part-4 and Schedule 1",,open
37638,,Notices,Jehanabad NIC,General,General,Bihar,Unknown,,,https://jehanabad.nic.in/en/notice_category/notice/,NoticesPublic NoticeRecruitmentTenders,,open
37639,,Recruitment,Jehanabad NIC,General,General,Bihar,Unknown,,,https://jehanabad.nic.in/en/notice_category/recruitment/,Recruitment,,open
37640,,Tenders,Jehanabad NIC,General,General,Bihar,Unknown,,,https://jehanabad.nic.in/en/notice_category/tenders/,Tenders,,open
37641,,हिन्दी,Jehanabad NIC,General,General,Bihar,Unknown,,,https://jehanabad.nic.in/notice_category/tenders/,हिन्दी,,open
37642,,View (1 MB),Jehanabad NIC,General,General,Bihar,Unknown,2026-02-27 00:00:00.000000,,https://cdn.s3waas.gov.in/s34e4b5fbbbb602b6d35bea8460aa8f8e5/uploads/2026/02/17721763346200.pdf,"Information regarding tender for supply of book shelves to various schools/colleges in Jehanabad district in light of recommendation received by Honorable Deputy Speaker, Shri Jeevan Kumar under Chief Minister Area Development Scheme.Information regarding tender for supply of book shelves to various schools/colleges in Jehanabad district in light of recommendation received by Honorable Deputy Speaker, Shri Jeevan Kumar under Chief Minister Area Development Scheme.27/02/202606/03/2026View (1 MB)",,open
37643,,View (680 KB),Jehanabad NIC,General,General,Bihar,Unknown,2026-02-09 00:00:00.000000,,https://cdn.s3waas.gov.in/s34e4b5fbbbb602b6d35bea8460aa8f8e5/uploads/2026/02/17706280925301.pdf,"General notice regarding the settlement of short-term leases issued by the District Council, Jehanabad.General notice regarding the settlement of short-term leases issued by the District Council, Jehanabad.09/02/202627/02/2026View (680 KB)",,open
37644,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Arwal NIC,General,Power,Bihar,Unknown,2026-02-23 00:00:00.000000,,https://arwal.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment Of BiharअरवलArwalMenu ToggleMoreHomeAbout DistrictDistrict ProfileWho’s WhoHistoryMap of DistrictOrganisation ChartAdministrative SetupCollectorateSubdivision & BlocksVillage & PanchayatsPolice StationCourtConstituenciesDemographyEconomyPOLICE ADMINISTRATION(RTI)DirectoryContact DirectoryHelpline NumbersSTD & PIN CodesNoticesEventsTendersRecruitmentDEO PortalAssembly Election 2025Candidates Day to Day account RegisterElection 2010Loksabha Election 2019Ele",,open
37645,,Tenders,Arwal NIC,General,General,Bihar,Unknown,,,https://arwal.nic.in/notice_category/tenders/,Tenders,,open
37646,,View (4 MB),Arwal NIC,General,General,Bihar,Unknown,2026-02-23 00:00:00.000000,,https://cdn.s3waas.gov.in/s366808e327dc79d135ba18e051673d906/uploads/2026/02/17714984902555.pdf,Information for settlement through e-auction process of sand ghats/sand units of Son River and Punpun River located under Arwal district for the next five years.Information for settlement through e-auction process of sand ghats/sand units of Son River and Punpun River located under Arwal district for the next five years.23/02/202609/03/2026View (4 MB),,open
37647,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Rohtas NIC,General,Power,Bihar,Unknown,2026-02-24 00:00:00.000000,,https://rohtas.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of BiharरोहतासRohtasMenu ToggleMoreHomeAbout DistrictHistoryWho’s WhoMap of DistrictOrganisation ChartAdministrative SetupCollectorateSubdivision & BlocksVillage & PanchayatsPoliceCourtsConstituenciesDemographyEconomyDirectoryContact DirectoryHelplineSTD & PIN CodesPublic UtilitiesBanksColleges/UniversitiesElectricityHospitalsMunicipalitiesNGOsPostalSchoolsDepartmentsDisaster ManagementFloodHeat WaveGR DistributionHealthEducationList of TeachersAnimal Hus",,open
37648,,Announcements,Rohtas NIC,General,General,Bihar,Unknown,,,https://rohtas.nic.in/notice_category/announcements/,Announcements,,open
37649,,Recruitment,Rohtas NIC,General,General,Bihar,Unknown,,,https://rohtas.nic.in/notice_category/recruitment/,Recruitment,,open
37650,,Tenders,Rohtas NIC,General,General,Bihar,Unknown,,,https://rohtas.nic.in/notice_category/tenders/,Tenders,,open
37651,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Buxar NIC,General,Power,Bihar,Unknown,2026-02-25 00:00:00.000000,,https://buxar.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGovernment of Biharबक्सरBuxarMenu ToggleMoreHomeAbout DistrictAbout DistrictHistoryMap of DistrictList of District MagistratesAdministrative SetupCollectorateSub-DivisionBlocks and CirclesPanchayats and VillagesDemographyDistrict AchievementSportsDirectoryDistrict AdministrationDistrict PoliceBlock Level OfficerHelplineGrievance CommitteeSTD & PIN CodesPublic UtilitiesBankCollege/UniversityElectricityElectricity ComplainContact DetailHospitalNagar ParishadNagar Panc",,open
37652,,Teacher merit list,Buxar NIC,General,Education,Bihar,Unknown,,,https://buxar.nic.in/notice_category/teacher-merit-list/,Teacher merit list,,open
37653,,DM Court Order,Buxar NIC,General,Police,Bihar,Unknown,,,https://buxar.nic.in/notice_category/dm-court-cases/,DM Court Order,,open
37654,,Allotment,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/allotment/,Allotment,,open
37655,,Recruitment,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/recruitment/,Recruitment,,open
37656,,TENDERS,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/tenders/,TENDERS,,open
37657,,Announcements,Buxar NIC,General,General,Bihar,Unknown,,,https://buxar.nic.in/notice_category/announcements/,Announcements,,open
37658,,View (6 MB),Buxar NIC,General,General,Bihar,Unknown,2026-02-25 00:00:00.000000,,https://cdn.s3waas.gov.in/s34f4adcbf8c6f66dcfc8a3282ac2bf10a/uploads/2026/02/17720025154531.pdf,Notice Inviting E-Auction for Settlement of Sand Ghats of River Ganga for the Next 5(five) Years Under Buxar District.Notice inviting E-Auction for Settlement of Sand Ghats of River Ganga for the Next 5 (five) Years Under Buxar District.25/02/202625/03/2026View (6 MB),,open
37659,,View (4 MB),Buxar NIC,General,General,Bihar,Unknown,2026-02-17 00:00:00.000000,,https://cdn.s3waas.gov.in/s34f4adcbf8c6f66dcfc8a3282ac2bf10a/uploads/2026/02/17715868804553.pdf,"Short Term Public Notice for Vehicle auction (Prohibition and Excise)Letter No-437,438,439,440,441,442,443,444  Dated 17-02-202620/02/202619/03/2026View (4 MB)Nilami Letter No.-438, Dt.-17.02.2026 (3 MB)Nilami Letter No.-439, Dt.-17.02.2026 (2 MB)Nilami Letter No.-440, Dt.-17.02.2026 (1 MB)Nilami Letter No.-441, Dt.-17.02.2026 (1 MB)Nilami Letter No.-442, Dt.-17.02.2026 (1 MB)Nilami Letter No.-443, Dt.-17.02.2026 (1 MB)Nilami Letter No.-444, Dt.-17.02.2026 (1 MB)",,open
37660,,View (1 MB),Buxar NIC,General,General,Bihar,Unknown,2026-01-27 00:00:00.000000,,https://cdn.s3waas.gov.in/s34f4adcbf8c6f66dcfc8a3282ac2bf10a/uploads/2026/01/17695017395991.pdf,General notice for auction of sand seized at storage site under Buxar district.Letter No-77 Dated 27-01-202627/01/202605/01/2027View (1 MB),,open
37661,,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide",Bhojpur NIC,General,Power,Bihar,Unknown,2026-02-19 00:00:00.000000,,https://bhojpur.nic.in/notice_category/tenders/#SkipContent,"SearchSearchSocial Media LinksSite MapAccessibility LinksAccessibility
                                            ToolsColor ContrastHigh ContrastHigh ContrastNormal ContrastNormal Contrast - SelectedHighlight LinksHighlight Links - SelectedInvertInvert page colorsSaturationApply saturationText SizeFont Size IncreaseFont Size IncreaseNormal FontNormal Font - SelectedFont Size DecreaseFont Size DecreaseText SpacingText SpacingLine HeightLine HeightOther ControlsBig CursorBig CursorHide ImageHide ImageEnglishहिन्दीबिहार सरकारGOVERNMENT OF BIHARभोजपुरBhojpurMenu ToggleMoreHomeAbout DistrictHistoryGeographical StructureSociety and CultureMap of DistrictOrganisation ChartAdministrative SetupCollectorateSubdivision & BlocksVillage & PanchayatsCourtsConstituenciesDemographyDirectoryDistrict AdministrationPolice AdministrationList of winning candidates of Bhojpur Municipal Corporation-2022District Panchayti Raj Officer DetailsBlock Development OfficerCircle OfficerChild Development Project Of",,open
37662,,Announcements,Bhojpur NIC,General,General,Bihar,Unknown,,,https://bhojpur.nic.in/notice_category/announcements/,Announcements,,open
37663,,Notice Board,Bhojpur NIC,General,General,Bihar,Unknown,,,https://bhojpur.nic.in/notice_category/notice-board/,Notice BoardDestruction List Of Unclaimed DeedBLO ListRecruitmentTendersHome Guards RecruitmentList of Final selected candidates in advertisement number 01/25 of Home GuardsAdvertisement number 01/25 of Home Guards Documents Verification LetterWaiting List of  candidates in advertisement number 01/25 of Home GuardsAdvertisement number 01/25 of Home Guards Claim/Objection Resolution ListList of successful /Un-Successful candidates candidates in advertisement number 01/25 of Home GuardsHome Guard Physical Test Result Block Wise,,open
37664,,Recruitment,Bhojpur NIC,General,General,Bihar,Unknown,,,https://bhojpur.nic.in/notice_category/recruitment/,Recruitment,,open
37665,,Tenders,Bhojpur NIC,General,General,Bihar,Unknown,,,https://bhojpur.nic.in/notice_category/tenders/,Tenders,,open
37666,,View (1 MB),Bhojpur NIC,General,General,Bihar,Unknown,2026-02-19 00:00:00.000000,,https://cdn.s3waas.gov.in/s30deb1c54814305ca9ad266f53bc82511/uploads/2026/02/17715000833991.pdf,Short notice inviting E- auction for settlment of sand Ghat in Bhojpur DistrictShort notice inviting E- auction for settlment of sand Ghat in Bhojpur District19/02/202619/03/2026View (1 MB),,open
37668,,DM Tour Programme,Kaimur NIC,General,General,Bihar,Unknown,,,https://kaimur.nic.in/notice_category/dm-tour-programme/,DM Tour Programme,,open
37669,,Public Notices,Kaimur NIC,General,General,Bihar,Unknown,,,https://kaimur.nic.in/notice_category/public_notices/,Public Notices,,open
37670,,Recruitment,Kaimur NIC,General,General,Bihar,Unknown,,,https://kaimur.nic.in/notice_category/recruitment/,RecruitmentExecutive Assistant Recruitment 2019,,open
